Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
1089065,2020-03-29 03:41:02,3567879740649740,fraud_Friesen-Stamm,gas_transport,63.76,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,002b48e2597ea22d476876f968427033,1364528462,43.903375,-75.482042,0
514020,2019-08-10 21:28:14,2222157926772399,"fraud_Boehm, Block and Jakubowski",misc_pos,7.67,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",1987-02-26,3eedf547fe7e9c5c6b3196f2be75e8d7,1344634094,33.098424,-96.076689,0
61228,2019-02-05 15:23:52,639046421587,fraud_Bauch-Blanda,entertainment,80.36,Dylan,Bonilla,M,2497 John Motorway Suite 922,Leetsdale,PA,15056,40.5662,-80.2099,1140,"Administrator, education",1986-06-20,fbcb846678eecaaf167dfe1655be19b3,1328455432,40.09746,-80.60408199999999,0
1064764,2020-03-17 17:01:37,6011399591920186,fraud_Mohr Inc,shopping_pos,16.7,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,1973-10-14,806042b566fba2eb88f7b34bca48a0b9,1363539697,42.331411,-73.573076,0
1044177,2020-03-09 07:43:50,4653879239169997,fraud_Spinka Inc,grocery_net,7.63,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,42e1fead8cd5f084e021d9e485fde0ba,1362815030,38.052507,-85.821336,0
467041,2019-07-25 03:29:44,2348245054386329,fraud_Spencer-Runolfsson,misc_pos,24.83,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,1946-02-02,2aae20a506cbcdbbc9042a86992e1f09,1343186984,41.545504,-79.983677,0
581156,2019-09-02 23:13:24,6011626928491360,fraud_Kertzmann LLC,health_fitness,6.23,Heather,Roberts,F,62934 Maria Cliffs Suite 350,Bethel Springs,TN,38315,35.2289,-88.64399999999999,3876,Senior tax professional/tax inspector,1960-11-19,69f564f956e097ca526760105af07f38,1346627604,35.292269,-88.06278499999999,0
698934,2019-10-25 20:45:42,4653178848915023204,"fraud_Lehner, Reichert and Mills",misc_pos,1.36,Robert,Hall,M,371 Anthony Trail Suite 354,Glade Spring,VA,24340,36.7779,-81.7676,5657,Clinical psychologist,1987-04-29,dab4d0e353c45063298f4ec7cae029a9,1351197942,35.812504,-81.833714,0
992557,2020-02-09 17:39:29,377993105397617,fraud_Stiedemann Ltd,food_dining,45.73,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,1975-09-11,08cb1414aeedf7b980c7b16b9643db6f,1360431569,44.870971,-87.723084,0
150875,2019-03-22 16:40:07,30103132002433,fraud_Gleason and Sons,kids_pets,28.76,Stephanie,Middleton,F,99736 Rose Shoals Apt. 504,Morrisdale,PA,16858,41.0001,-78.2357,3688,Dispensing optician,1987-10-26,b1ce0fcddee503ed8d3ead8c2c8a29b2,1332434407,40.295292,-77.249814,0
1284796,2020-06-16 13:47:08,213199865312311,"fraud_Turcotte, Batz and Buckridge",health_fitness,55.7,Christopher,Miller,M,493 Fitzgerald Fields Suite 454,Varnell,GA,30756,34.9298,-84.9885,74,Pensions consultant,1944-05-14,e901b99890fd24787a5e64d1efe640c6,1371390428,35.085271,-84.792697,0
1236025,2020-05-31 03:49:24,6011367958204270,"fraud_Tillman, Dickinson and Labadie",gas_transport,74.74,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,2dd81711083594cc0a8ae3f5a2ab687c,1369972164,42.064718,-80.978008,0
749276,2019-11-16 22:54:06,5501083170975659,fraud_Kulas Group,health_fitness,15.63,Wayne,Payne,M,587 Bradley Inlet Suite 281,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,1966-01-04,aa4e2cc8aab791694814bbfc73d0ed2d,1353106446,42.007797,-81.91977800000001,0
756381,2019-11-19 11:29:13,213112402583773,fraud_Pacocha-O'Reilly,grocery_pos,116.21,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,4b24deae16afb425c75c9be61ed37e72,1353324553,33.190534,-82.613008,0
85105,2019-02-19 14:21:58,38199021865320,"fraud_Hagenes, Hermann and Stroman",travel,416.4,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,1988-04-15,3cf6cba21eae42402b0c5144afbb5995,1329661318,43.394285,-71.549145,0
537147,2019-08-18 17:42:00,3591919803438423,"fraud_Heathcote, Yost and Kertzmann",shopping_net,7.56,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,1987-07-25,105bdb92340a95f9aa1a004dddae2dbb,1345311720,29.191222,-81.239746,0
549332,2019-08-23 12:25:27,4980323467523543940,"fraud_Yost, Schamberger and Windler",kids_pets,7.24,Patrick,Massey,M,7812 Shane Shoals Apt. 607,North Haverhill,NH,3774,44.0978,-72.0191,1966,Structural engineer,1947-10-27,84206bd9705235b00aaca3ad14e6dd50,1345724727,43.304214,-71.544761,0
1155697,2020-04-27 06:25:29,4128730454058057622,"fraud_Goldner, Kovacek and Abbott",grocery_pos,151.75,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",1949-10-04,e08554e2ab4a416f7a6b064f56b8ec7d,1367043929,31.856327,-95.450593,0
1058283,2020-03-15 15:38:01,3560697798177746,fraud_Johnston-Casper,travel,7.84,Matthew,Young,M,8840 Miller Port Suite 645,Indian Wells,CA,92210,33.7163,-116.3381,4677,Learning mentor,1955-05-06,b972699c529323d9c674f9b7580c9177,1363361881,33.308152,-116.966331,0
201463,2019-04-13 20:37:25,4089096483689733451,fraud_Stark-Koss,home,19.07,Debra,Stark,F,686 Linda Rest,Kilgore,TX,75662,32.3836,-94.8653,24536,Multimedia programmer,1983-10-14,84a646557967369101805e0d199cc443,1334349445,33.138286,-95.092379,0
34412,2019-01-21 10:03:31,340951438290556,fraud_Paucek-Wiza,grocery_net,106.98,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,6642e16eff16f42efc04ed1f85d0b17d,1327140211,40.211958,-73.30061500000001,0
376205,2019-06-22 22:24:56,630423337322,fraud_Howe PLC,entertainment,60.57,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,8081c7ec9c11a5138e48bc17bf63364e,1340403896,49.177714,-117.77428,0
219974,2019-04-21 18:21:52,4926376199189801,fraud_Bernier and Sons,kids_pets,14.65,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,1977-06-07,c23d0dfb9030e47529d11c250041246f,1335032512,37.141199,-92.32012,0
25551,2019-01-15 16:26:06,3568255211412877,fraud_Marvin-Lind,personal_care,1.34,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,1994-11-24,c0b664237630450981fb6bfd19a26ede,1326644766,42.189873,-85.736317,0
773356,2019-11-27 05:52:02,36192615525683,fraud_Morar Inc,grocery_net,108.86,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,87109,35.1506,-106.569,641349,Civil Service administrator,1976-04-11,6e7d42ebaaf02e2fa06d00a7d23991fa,1353995522,34.200581,-107.125641,0
175847,2019-04-01 20:18:54,3564839259330465,fraud_Zboncak LLC,food_dining,32.33,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,1959-03-31,57974bc768a653a086eae693ac1d3925,1333311534,39.015389,-122.119988,0
79561,2019-02-17 00:45:01,340953839692349,"fraud_Jones, Sawayn and Romaguera",misc_net,1.65,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",1980-05-18,e27d280f5d0d0e1945bd392ad1cb0d97,1329439501,42.478723,-83.31996600000001,0
397312,2019-06-30 10:22:13,4070511711385545,fraud_Botsford Ltd,shopping_pos,7.67,Stephanie,Hopkins,F,44089 Carrie Crossing Suite 954,Falls City,TX,78113,28.9814,-98.0156,2435,"Engineer, mining",1967-04-09,8a28e2250e6db7c4c37c97d8b4db8895,1341051733,29.950464,-97.172354,0
731845,2019-11-09 07:50:11,3502377050801561,fraud_Pagac LLC,shopping_pos,2.07,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",1948-11-30,c48dd23417f66f0ada4ec7f96436f4e6,1352447411,30.746091,-94.690859,0
77631,2019-02-15 17:45:42,3547560454237873,fraud_Dietrich-Fadel,health_fitness,4.59,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1966-12-21,7eefa62674399c47948f619cd4c3e95c,1329327942,44.812111,-86.712182,0
460765,2019-07-22 13:22:11,213157767990030,"fraud_Armstrong, Walter and Gottlieb",food_dining,74.42,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,e2ee9199314c739d5187077adc32dd32,1342963331,42.571932,-109.548245,0
182948,2019-04-05 20:22:44,340951438290556,fraud_Dooley Inc,shopping_pos,452.8,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,d48341727e1acc0af941426bc12f77ed,1333657364,41.172657,-74.742688,0
1183410,2020-05-09 17:23:27,377026671291680,"fraud_Roberts, Ryan and Smith",personal_care,81.87,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,1974-10-27,107bf2fe30930a669b7f3e7b9caee2af,1368120207,37.620783,-90.253286,0
857077,2019-12-16 16:31:59,676298633337,fraud_Wuckert-Goldner,home,21.36,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,1971-12-10,46b419e63954fa0337c88db8fa8c4480,1355675519,39.488852,-81.50616,0
1065051,2020-03-17 18:49:37,6011109736646996,"fraud_Cormier, Stracke and Thiel",entertainment,68.76,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,9eea423b0806ff601cedcee49dbe486a,1363546177,33.342834,-77.51669,0
1190576,2020-05-12 06:03:12,4292743669224718067,fraud_Ledner-Pfannerstill,gas_transport,57.05,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,7066febaaaca5b2a59092b5e00f356f7,1368338592,39.208756,-77.077451,0
1012446,2020-02-21 19:10:31,3540075240003197,fraud_Dietrich-Fadel,health_fitness,86.86,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1987-01-27,1fea11c9cfbcfcf72c40cdef66a6a178,1361473831,44.40265,-93.004799,0
509384,2019-08-09 07:23:11,371226440126102,"fraud_Zieme, Bode and Dooley",gas_transport,100.77,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,cd95dd73f5c695903dcfdc32ef7d925c,1344496991,39.179231,-89.168256,0
987085,2020-02-06 16:41:08,3596357274378601,fraud_Bartoletti and Sons,personal_care,47.53,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1973-05-27,681b468dc7ac4e75accf5b2372126337,1360168868,40.202497,-78.01324,0
921686,2019-12-30 23:05:47,4171397999167005,fraud_Beier and Sons,home,49.21,Ashley,Mcdonald,F,3160 Tina Estates Suite 234,Marietta,SC,29661,35.0296,-82.5136,5648,Museum/gallery exhibitions officer,1934-10-06,7f463d6a27382a4fdf991d667a8f755b,1356908747,35.518071,-81.816525,0
1189964,2020-05-12 00:24:49,4474324669797121,"fraud_Streich, Hansen and Veum",gas_transport,62.71,Matthew,Russell,M,168 Michael Coves Suite 343,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,1927-09-09,d6c8e331b1fd719d3efde930884c6664,1368318289,38.607929,-118.422476,0
880309,2019-12-22 09:51:05,3537797820923602,fraud_Medhurst PLC,shopping_net,8.44,Christie,Mendoza,F,53142 Katrina Roads Suite 889,Monitor,WA,98836,47.4852,-120.4158,584,Medical technical officer,1969-03-20,48936beba8ab039fe84fe60de7b2aff2,1356169865,46.52673,-121.38508799999998,0
247432,2019-05-04 09:05:37,676234256292,fraud_Turcotte-Halvorson,misc_pos,42.36,David,Vasquez,M,06539 Gregory Mountains Suite 029,Parker Dam,CA,92267,34.298,-114.156,126,Marketing executive,1992-10-07,3e22404b721ad492eae940bbb0c71b57,1336122337,35.143667,-115.077526,0
516126,2019-08-11 12:16:17,3517527805128735,fraud_Auer-West,shopping_net,6.24,Tracy,Conway,F,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617,Medical secretary,1990-04-25,9e84e45fb35af4eb19b5e614c01c9f1a,1344687377,41.585572,-88.064442,0
1013142,2020-02-22 04:52:45,4855488158131690372,fraud_Mayert Group,shopping_pos,146.64,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,d6617c5792ee8078c9c6bdadf9575db9,1361508765,45.036552,-71.61373499999999,0
581628,2019-09-03 07:11:09,3565423334076143,"fraud_Jenkins, Hauck and Friesen",gas_transport,57.19,Nathan,Thomas,M,4923 Campbell Pines Suite 717,Carlisle,IN,47838,38.9763,-87.3667,4081,Energy engineer,1938-03-15,382577168b5bfa21e6fdc7d62a38ff56,1346656269,38.244134,-87.867737,0
924983,2020-01-01 03:12:38,4328928491302401,"fraud_Moore, Dibbert and Koepp",misc_net,7.12,Margaret,Ray,F,927 Cummings Manor Suite 318,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,1981-05-06,8fad263a70c7958b938228c50a96ea83,1357009958,43.303041,-88.65281,0
1060137,2020-03-16 06:33:16,30238755902988,fraud_Bauch-Raynor,grocery_pos,78.02,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,6e48fd8544db52e5eb50d4d72bb8ba39,1363415596,31.331965000000004,-97.186104,0
501342,2019-08-05 17:28:23,30197398657930,fraud_Jakubowski Group,food_dining,42.91,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,1987-09-19,743d995f7f0ce95944ae4c13741026ac,1344187703,36.867607,-78.723564,0
735584,2019-11-10 15:06:22,4292743669224718067,fraud_Gaylord-Powlowski,home,196.02,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,97498db3515f2c498f22b9c3981ad3af,1352559982,37.413799,-76.06294100000001,0
71958,2019-02-12 00:24:38,4708992452821239,"fraud_Rodriguez, Yost and Jenkins",misc_net,5.25,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",1938-09-08,6d5545cc53361f823ed7065883cdb601,1329006278,34.878342,-92.100578,0
27302,2019-01-16 16:58:39,4836998673805450,fraud_Jast Ltd,shopping_net,88.45,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,6fe75beae1568ff7262412c3ef990e1b,1326733119,45.825182,-85.507874,0
384024,2019-06-24 22:46:31,4809701904914,fraud_Botsford PLC,home,156.83,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,1984-02-07,aac96a1c23c707839fe685b6874e2bfb,1340577991,33.333736,-84.508234,0
930504,2020-01-04 19:36:02,6506116513503136,fraud_Dickinson Ltd,personal_care,66.42,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,1984-05-04,40e5ee974985f33cfb74da463065d4e6,1357328162,32.875896999999995,-95.752018,0
210702,2019-04-17 18:00:59,6544734391390261,fraud_Donnelly LLC,entertainment,30.22,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,ee46185293e684be0a03195b5179695b,1334685659,40.941262,-87.177552,0
436898,2019-07-14 11:17:00,3551512895305309,fraud_Sporer Inc,gas_transport,55.31,Erika,Anderson,F,3786 Hale Corners,Rochester,KY,42273,37.2048,-86.8592,443,"Development worker, international aid",1947-07-15,0bf480a26889c5ed048ddf3333cc794a,1342264620,36.255913,-87.263284,0
371452,2019-06-21 08:08:50,36192615525683,fraud_Boyer PLC,misc_pos,122.84,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,87109,35.1506,-106.569,641349,Civil Service administrator,1976-04-11,b82c60710cf35b0d5da4267c2d1f738b,1340266130,34.685168,-107.544473,0
979472,2020-02-02 04:08:34,4861310130652566408,"fraud_Casper, Hand and Zulauf",grocery_pos,239.96,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",1977-12-16,4151c66b46bbbff6a83e66e93ebabb3f,1359778114,29.550416,-90.686011,0
483484,2019-07-30 13:52:43,3585052663373890,fraud_Fadel-Hilpert,health_fitness,37.59,Jeffery,Brown,M,296 Maria Street,West Eaton,NY,13484,42.8546,-75.6605,176,Science writer,1963-12-28,61132413ce458c1a211c468821848545,1343656363,42.273789,-76.366454,0
950333,2020-01-16 02:30:03,2720012583106919,fraud_Stamm-Witting,shopping_net,94.97,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,1980-08-18,e5d13e4b941ccfe0594aef66a749dcc0,1358303403,44.079613,-102.70975,0
679430,2019-10-16 21:42:26,4561368699336875,"fraud_Zboncak, Rowe and Murazik",shopping_net,1.08,Pamela,Lewis,F,653 Jessica Extension Apt. 668,Clifton,SC,29324,34.9906,-81.8327,167,Museum/gallery conservator,1988-11-01,ceb7bca5977aade4cbf423bf97addd09,1350423746,34.933308000000004,-81.014527,0
690790,2019-10-21 14:22:58,4683520018489354,fraud_O'Keefe-Wisoky,food_dining,144.19,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",1995-04-19,38c607a2cc9b2726886762269de77bef,1350829378,34.4978,-117.6749,0
1265094,2020-06-09 15:37:27,4904681492230012,fraud_O'Keefe-Wisoky,food_dining,6.91,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,65ca70628d44de0257ce9a6611fa2c66,1370792247,42.211528,-73.637401,0
228097,2019-04-25 14:22:40,2283743876903625,fraud_Erdman-Schaden,personal_care,8.98,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,b0b3dcb05f02ea6e74ddb7f5c21ec7ff,1335363760,34.670694,-84.659635,0
969558,2020-01-27 00:15:13,30446018552504,"fraud_Harris, Gusikowski and Heaney",grocery_net,36.07,Felicia,Thomas,F,47035 Murray Harbors,Achille,OK,74720,33.8396,-96.3648,608,Seismic interpreter,1993-05-27,19708644cc69900fae58721728b708f7,1359245713,33.42268,-95.962318,0
1179253,2020-05-07 12:12:31,30238755902988,fraud_O'Hara-Wilderman,food_dining,50.02,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,fd6ae1593803044cc7ead40c47515a09,1367928751,30.419309,-98.247622,0
1184158,2020-05-10 01:28:05,4066595222529,fraud_McDermott-Weimann,grocery_pos,86.68,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,1931-03-07,d1f608aef969ee6b508913e19955aef4,1368149285,37.186779,-83.388635,0
1035753,2020-03-05 08:33:48,213191402330021,fraud_Marks Inc,gas_transport,74.12,Thomas,Sullivan,M,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",2004-03-18,eb9f678dc4114a761da36ad86e3ae1f7,1362472428,43.713783,-88.040226,0
707494,2019-10-28 18:40:25,213161869125933,fraud_Greenholt Ltd,health_fitness,100.63,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1970-04-17,9bc1f15a60426f832ca3f9c0eecab574,1351449625,43.749565,-70.30782099999999,0
1294980,2020-06-20 21:30:40,4906628655840914250,fraud_Bashirian Group,shopping_net,5.06,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1987-02-13,c777ea48a09969d49425628ca390247b,1371763840,23.865187,-81.157871,0
510999,2019-08-09 22:57:00,4104312520615374,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,13.21,Brooke,Rodriguez,F,901 Todd Gardens Apt. 466,Mountain Center,CA,92561,33.6401,-116.5567,1661,"Therapist, music",1988-09-19,445c1df372042667aa5b16c1e2299ca7,1344553020,33.691502,-117.351278,0
437393,2019-07-14 14:01:09,4045036286570100739,fraud_Gerhold LLC,home,58.04,Bianca,Scott,F,9588 Cox Rapid Apt. 257,Atglen,PA,19310,39.9458,-75.9703,3066,Product manager,1928-07-15,167d745ba4d944cf80b124ea7564514e,1342274469,39.558549,-75.672601,0
1183496,2020-05-09 18:22:26,180017442990269,"fraud_Zemlak, Tillman and Cremin",personal_care,2.57,Michelle,Anderson,F,28311 Dennis Trace,Albany,NY,12222,42.6853,-73.8253,151022,"Designer, textile",1939-06-01,a1dc7d30b70fd5a668b57df069500dfb,1368123746,42.180276,-73.634284,0
797710,2019-12-03 13:49:47,213124978348176,fraud_Bednar PLC,kids_pets,9.87,Steven,Arnold,M,079 Chelsea Rest,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,1962-06-04,15f65d0727abde7505ad7db4aafe2086,1354542587,41.685869,-77.955597,0
605934,2019-09-14 20:30:56,6011104316292105,fraud_Grimes LLC,entertainment,67.95,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,dd42f2ebbee1853fdef93b80d119a6bf,1347654656,36.154646,-77.617275,0
350747,2019-06-13 21:45:41,3564839259330465,fraud_Kirlin and Sons,personal_care,4.58,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,1959-03-31,064b81fded4486a579bf637da22a2eb3,1339623941,37.375079,-122.035798,0
507300,2019-08-08 10:04:57,372382441451095,"fraud_Kihn, Abernathy and Douglas",shopping_net,83.44,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,1966-01-21,c2332feddc2afcade59653cfaaa93b8d,1344420297,42.654361,-73.970579,0
93480,2019-02-24 23:57:36,3576021480694169,fraud_Welch Inc,misc_net,31.75,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,1993fbfa0367f528b6a854069ca494b2,1330127856,38.570322,-95.867027,0
1105983,2020-04-05 14:07:03,3573386445588324,fraud_Gulgowski LLC,home,1.47,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,1969-10-30,abf61d93f65ecfe7e868c6188fc21a4c,1365170823,44.948341,-97.677774,0
